run_at,name,git,notes,param_fold,param_start,param_end,param_tickers,param_mode,param_stress,param_use_trade_rules,param_horizon_days,metric_fold,metric_tickers,metric_trades,metric_total_return_pct,metric_alpha_pct,metric_sharpe_ratio_daily,metric_nw_tstat_vs_cash,metric_max_drawdown_pct,metric_kill_all_pass,artifact_trades,artifact_equity,artifact_metrics,artifact_breakdown,artifact_attribution,param_allow_shorts,metric_approved_models
2026-04-26T05:35:09+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC""]",long_only,1.0,False,10,,,599,30.25,-289.41,0.258,0.914,-33.37,False,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trade_attribution.csv,False,0.0
2026-04-26T05:36:29+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC""]",long_only,1.0,False,10,,,452,37.46,-282.2,0.312,1.108,-25.39,False,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trade_attribution.csv,False,0.0
2026-04-26T05:38:02+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC""]",long_only,1.0,False,10,,,432,20.7,-298.96,0.211,0.747,-33.45,False,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trade_attribution.csv,False,0.0
2026-04-26T05:40:06+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC""]",long_only,1.0,False,10,,,345,-16.32,-335.98,-0.152,-0.517,-32.63,False,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trade_attribution.csv,False,0.0
2026-04-26T05:45:20+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC""]",long_only,1.0,False,10,,,795,30.71,-288.95,0.377,1.74,-10.85,False,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trade_attribution.csv,False,0.0
2026-04-26T05:47:26+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC""]",long_only,1.0,False,10,,,812,33.68,-285.97,0.4,1.823,-11.17,False,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trade_attribution.csv,False,0.0
2026-04-26T05:48:42+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC""]",long_only,1.0,False,10,,,843,52.23,-267.43,0.576,2.73,-10.99,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trade_attribution.csv,False,5.0
2026-04-26T06:15:41+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC""]",long_only,1.0,False,10,,,1949,59.81,-259.84,0.502,2.379,-11.54,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trade_attribution.csv,False,5.0
2026-04-26T06:39:44+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC""]",long_only,1.0,False,10,,,1905,97.8,-221.86,0.595,2.766,-13.76,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trade_attribution.csv,False,4.0
2026-04-26T07:21:57+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC""]",long_only,1.0,False,10,,,1905,97.8,-221.86,0.595,2.766,-13.76,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_10tickers_trade_attribution.csv,False,4.0
2026-04-26T08:10:12+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""COST"", ""PG"", ""BRK-B""]",long_only,1.0,False,10,,,0,0.0,-741.95,0.0,0.0,0.0,False,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_17tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_17tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_17tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_17tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_17tickers_trade_attribution.csv,False,0.0
2026-04-26T08:12:27+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""COST"", ""PG"", ""BRK-B""]",long_only,1.0,False,10,,,1859,55.57,-686.38,0.434,2.536,-10.74,False,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_17tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_17tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_17tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_17tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_17tickers_trade_attribution.csv,False,0.0
2026-04-26T08:24:18+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,10,,,1820,57.83,-684.12,0.417,2.468,-12.39,False,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,0.0
2026-04-26T08:37:50+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT""]",long_only,1.0,False,10,,,132,205.37,-858.88,0.951,4.027,-14.22,True,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_trade_attribution.csv,False,1.0
2026-04-26T08:39:17+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT""]",long_only,1.0,False,10,,,132,205.37,-858.88,0.951,4.027,-14.22,True,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_trade_attribution.csv,False,1.0
2026-04-26T08:42:43+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,10,,,1820,224.99,-839.27,0.818,4.211,-13.08,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,7.0
2026-04-26T08:51:55+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT""]",long_only,1.0,False,10,,,132,205.37,-858.88,0.951,4.027,-14.22,True,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_trade_attribution.csv,False,8.0
2026-04-26T08:52:33+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,10,,,1799,259.59,-804.66,0.886,4.561,-11.74,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,5.0
2026-04-26T08:53:06+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,15,,,2068,225.36,-838.9,0.787,4.093,-12.26,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,5.0
2026-04-26T08:53:40+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,20,,,2058,226.92,-837.34,0.718,3.862,-12.44,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,5.0
2026-04-26T08:55:17+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,10,,,1825,300.09,-764.16,0.919,4.733,-12.05,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,5.0
2026-04-26T08:57:32+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT""]",long_only,1.0,False,10,,,132,205.37,-858.88,0.951,4.027,-14.22,True,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/MSFT_trade_attribution.csv,False,6.0
2026-04-26T09:03:12+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,10,,,1835,317.01,-747.25,0.94,4.89,-14.44,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,5.0
2026-04-26T09:10:21+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,10,,,1820,224.99,-839.27,0.818,4.211,-13.08,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,7.0
2026-04-26T09:13:47+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,15,,,2090,379.13,-685.13,0.849,4.292,-13.58,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,5.0
2026-04-26T09:48:50+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,15,,,1964,329.54,-734.72,0.813,3.994,-14.25,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,4.0
2026-04-26T09:54:06+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,10,,,2121,413.92,-650.33,0.947,4.571,-12.92,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,3.0
2026-04-26T09:54:39+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,15,,,1712,363.94,-700.31,0.842,4.145,-13.29,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,2.0
2026-04-26T09:55:12+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,20,,,2072,417.14,-647.12,0.881,4.399,-12.54,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,3.0
2026-04-26T10:01:14+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,15,,,2047,327.38,-736.88,0.837,4.174,-12.83,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,4.0
2026-04-26T10:04:55+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,10,,,1790,322.88,-741.38,0.841,4.009,-14.8,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,5.0
2026-04-26T10:07:03+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,10,,,1795,355.41,-708.85,0.861,4.193,-18.74,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,4.0
2026-04-26T10:25:59+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,10,,,1815,278.63,-785.63,0.803,3.862,-13.9,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,2.0
2026-04-26T10:33:16+00:00,backtest_walkforward,07bac8d,,,,,"[""MSFT"", ""NVDA"", ""AMD"", ""GOOGL"", ""META"", ""AMZN"", ""UNH"", ""CAT"", ""MU"", ""INTC"", ""LLY"", ""V"", ""MA"", ""HD"", ""PG"", ""BRK-B""]",long_only,1.0,False,10,,,1301,374.44,-689.81,0.874,4.172,-18.59,True,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trades.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_equity.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_metrics.json,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_ticker_breakdown.csv,/Users/amos/Code/Stock Market AI Bot/signals/walkforward_long_only_16tickers_trade_attribution.csv,False,2.0
