ticker,action,reason,price,target_weight,target_value,current_shares,target_shares,delta_shares,order_value,submitted,broker_response,broker_order_id,broker_code,broker_qty,broker_trd_side,broker_order_type,broker_order_status,submitted_at,strategy,broker_updated_time,broker_dealt_qty,broker_dealt_avg_price,broker_requested_qty,fill_status,filled_value,unfilled_qty,reconciled_at,limit_price,current_value,current_weight,drift_abs,drift_threshold,drift_ok
T,BUY,rebalance_to_target,26.12,0.002983,3087.78,0,118,118,3082.16,True,"   code stock_name trd_side order_type order_status  ... trail_type  trail_value  trail_spread currency jp_acc_type
0  US.T       AT&T      BUY     MARKET   SUBMITTING  ...        N/A          N/A           N/A      USD         N/A

[1 rows x 23 columns]",2819974.0,US.T,118.0,BUY,MARKET,CANCELLED_ALL,2026-05-02T19:25:59.950435+00:00,core_satellite_alpha,2026-05-02 20:01:00,0.0,0.0,118.0,cancelled,0.0,118.0,2026-05-04T14:10:02.263253+00:00,,,,,,
VZ,BUY,rebalance_to_target,48.11,0.016173,16741.08,0,347,347,16694.17,True,"    code stock_name trd_side order_type order_status  ... trail_type  trail_value  trail_spread currency jp_acc_type
0  US.VZ    Verizon      BUY     MARKET   SUBMITTING  ...        N/A          N/A           N/A      USD         N/A

[1 rows x 23 columns]",2819975.0,US.VZ,347.0,BUY,MARKET,CANCELLED_ALL,2026-05-02T19:25:59.950435+00:00,core_satellite_alpha,2026-05-02 20:01:00,0.0,0.0,347.0,cancelled,0.0,347.0,2026-05-04T14:10:02.263376+00:00,,,,,,
XOM,BUY,rebalance_to_target,152.75,0.032407,33545.31,0,219,219,33452.25,True,"     code   stock_name trd_side order_type order_status  ... trail_type  trail_value  trail_spread currency jp_acc_type
0  US.XOM  Exxon Mobil      BUY     MARKET   SUBMITTING  ...        N/A          N/A           N/A      USD         N/A

[1 rows x 23 columns]",2819976.0,US.XOM,219.0,BUY,MARKET,CANCELLED_ALL,2026-05-02T19:25:59.950435+00:00,core_satellite_alpha,2026-05-02 20:01:00,0.0,0.0,219.0,cancelled,0.0,219.0,2026-05-04T14:10:02.263499+00:00,,,,,,
AMZN,SELL,rebalance_to_target,268.26,0.0,0.0,596,0,-596,159882.97,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T05:23:32.384994+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.263548+00:00,267.9917,159882.97,0.154458,0.154458,0.01,True
GOOGL,SELL,rebalance_to_target,385.69,0.0,0.0,446,0,-446,172017.74,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T05:23:32.384994+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.263595+00:00,385.3043,172017.74,0.166181,0.166181,0.01,True
AMAT,BUY,rebalance_to_target,389.08,0.233333,241528.89,0,620,620,241229.59,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T05:23:32.384994+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.263638+00:00,389.4691,0.0,0.0,0.233333,0.01,True
C,BUY,rebalance_to_target,127.44,0.138866,143743.71,0,1127,1127,143624.88,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T05:23:32.384994+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.263683+00:00,127.5674,0.0,0.0,0.138866,0.01,True
MU,BUY,rebalance_to_target,542.21,0.3278,339314.07,0,625,625,338881.26,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T05:23:32.384994+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.263726+00:00,542.7522,0.0,0.0,0.3278,0.01,True
QQQ,BUY,rebalance_to_target,674.15,0.55,569318.91,0,844,844,568982.62,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T05:23:32.384994+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.263767+00:00,674.8242,0.0,0.0,0.55,0.03,True
AMZN,SELL,rebalance_to_target,271.4055,0.0,0.0,596,0,-596,161757.67,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T13:46:57.714073+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.263808+00:00,271.1341,161757.67,0.156235,0.156235,0.01,True
GOOGL,SELL,rebalance_to_target,382.08,0.0,0.0,446,0,-446,170407.67,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T13:46:57.714073+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.263850+00:00,381.6979,170407.67,0.16459,0.16459,0.01,True
AMAT,BUY,rebalance_to_target,394.5125,0.233333,241580.84,0,612,612,241441.66,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T13:46:57.714073+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.263890+00:00,394.907,0.0,0.0,0.233333,0.01,True
C,BUY,rebalance_to_target,125.654,0.138866,143774.62,0,1144,1144,143748.18,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T13:46:57.714073+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.263931+00:00,125.7797,0.0,0.0,0.138866,0.01,True
MU,BUY,rebalance_to_target,582.91,0.3278,339387.05,0,582,582,339253.6,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T13:46:57.714073+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.263972+00:00,583.4929,0.0,0.0,0.3278,0.01,True
QQQ,BUY,rebalance_to_target,675.16,0.55,569441.35,0,843,843,569159.86,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T13:46:57.714073+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.264015+00:00,675.8351,0.0,0.0,0.55,0.03,True
AMZN,SELL,rebalance_to_target,271.9074,0.0,0.0,596,0,-596,162056.82,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T13:47:25.993209+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.264056+00:00,271.6355,162056.82,0.156524,0.156524,0.01,True
GOOGL,SELL,rebalance_to_target,382.2,0.0,0.0,446,0,-446,170461.21,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T13:47:25.993209+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.264097+00:00,381.8178,170461.21,0.164641,0.164641,0.01,True
AMAT,BUY,rebalance_to_target,395.12,0.233333,241580.84,0,611,611,241418.32,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T13:47:25.993209+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.264138+00:00,395.5151,0.0,0.0,0.233333,0.01,True
C,BUY,rebalance_to_target,125.73,0.138866,143774.62,0,1143,1143,143709.39,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T13:47:25.993209+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.264178+00:00,125.8557,0.0,0.0,0.138866,0.01,True
MU,BUY,rebalance_to_target,584.405,0.3278,339387.05,0,580,580,338954.92,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T13:47:25.993209+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.264222+00:00,584.9894,0.0,0.0,0.3278,0.01,True
QQQ,BUY,rebalance_to_target,675.39,0.55,569441.35,0,843,843,569353.78,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T13:47:25.993209+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.264263+00:00,676.0654,0.0,0.0,0.55,0.03,True
AMZN,SELL,rebalance_to_target,272.005,0.0,0.0,596,0,-596,162114.98,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T13:48:00.243611+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.264305+00:00,271.733,162114.98,0.15658,0.15658,0.01,True
GOOGL,SELL,rebalance_to_target,382.195,0.0,0.0,446,0,-446,170458.97,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T13:48:00.243611+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.264348+00:00,381.8128,170458.97,0.164639,0.164639,0.01,True
AMAT,BUY,rebalance_to_target,394.89,0.233333,241580.84,0,611,611,241277.8,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T13:48:00.243611+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.264390+00:00,395.2849,0.0,0.0,0.233333,0.01,True
C,BUY,rebalance_to_target,125.81,0.138866,143774.62,0,1142,1142,143675.02,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T13:48:00.243611+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.264431+00:00,125.9358,0.0,0.0,0.138866,0.01,True
MU,BUY,rebalance_to_target,583.49,0.3278,339387.05,0,581,581,339007.68,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T13:48:00.243611+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.264472+00:00,584.0735,0.0,0.0,0.3278,0.01,True
QQQ,BUY,rebalance_to_target,675.29,0.55,569441.35,0,843,843,569269.45,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T13:48:00.243611+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.264512+00:00,675.9653,0.0,0.0,0.55,0.03,True
AMZN,SELL,rebalance_to_target,269.97,0.0,0.0,596,0,-596,160902.12,True,"      code stock_name trd_side order_type order_status  ... trail_type  trail_value  trail_spread currency jp_acc_type
0  US.AMZN     Amazon     SELL     NORMAL   SUBMITTING  ...        N/A          N/A           N/A      USD         N/A

[1 rows x 23 columns]",2821323.0,US.AMZN,596.0,SELL,NORMAL,FILLED_ALL,2026-05-04T14:08:26.069200+00:00,core_satellite_alpha,2026-05-04 10:08:36,596.0,269.92,596.0,filled,160872.32,0.0,2026-05-04T14:10:02.264641+00:00,269.7,160902.12,0.155509,0.155509,0.01,True
GOOGL,SELL,rebalance_to_target,382.42,0.0,0.0,446,0,-446,170559.33,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T14:08:26.069200+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.264688+00:00,382.0376,170559.33,0.164843,0.164843,0.01,True
AMAT,BUY,rebalance_to_target,397.49,0.233333,241425.0,0,607,607,241276.42,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T14:08:26.069200+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.264732+00:00,397.8875,0.0,0.0,0.233333,0.01,True
C,BUY,rebalance_to_target,125.67,0.138866,143681.88,0,1143,1143,143640.81,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T14:08:26.069200+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.264780+00:00,125.7957,0.0,0.0,0.138866,0.01,True
MU,BUY,rebalance_to_target,586.22,0.3278,339168.12,0,578,578,338835.14,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T14:08:26.069200+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.264822+00:00,586.8062,0.0,0.0,0.3278,0.01,True
QQQ,BUY,rebalance_to_target,674.88,0.55,569074.02,0,843,843,568923.84,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T14:08:26.069200+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.264863+00:00,675.5549,0.0,0.0,0.55,0.03,True
GOOGL,SELL,rebalance_to_target,382.69,0.0,0.0,446,0,-446,170679.74,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T14:09:15.863159+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.264904+00:00,382.3073,170679.74,0.164939,0.164939,0.01,True
AMAT,BUY,rebalance_to_target,398.0083,0.233333,241453.53,0,606,606,241193.03,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T14:09:15.863159+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.264950+00:00,398.4063,0.0,0.0,0.233333,0.01,True
C,BUY,rebalance_to_target,125.7201,0.138866,143698.86,0,1143,1143,143698.07,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T14:09:15.863159+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.264991+00:00,125.8458,0.0,0.0,0.138866,0.01,True
MU,BUY,rebalance_to_target,586.87,0.3278,339208.2,0,577,577,338623.99,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T14:09:15.863159+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.265033+00:00,587.4569,0.0,0.0,0.3278,0.01,True
QQQ,BUY,rebalance_to_target,675.01,0.55,569141.28,0,843,843,569033.44,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T14:09:15.863159+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.265074+00:00,675.685,0.0,0.0,0.55,0.03,True
GOOGL,SELL,rebalance_to_target,382.24,0.0,0.0,446,0,-446,170479.04,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T14:10:02.153023+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.265147+00:00,381.8578,170479.04,0.164746,0.164746,0.01,True
AMAT,BUY,rebalance_to_target,398.04,0.233333,241453.53,0,606,606,241212.25,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T14:10:02.153023+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.265190+00:00,398.438,0.0,0.0,0.233333,0.01,True
C,BUY,rebalance_to_target,125.52,0.138866,143698.86,0,1144,1144,143594.88,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T14:10:02.153023+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.265231+00:00,125.6455,0.0,0.0,0.138866,0.01,True
MU,BUY,rebalance_to_target,586.64,0.3278,339208.2,0,578,578,339077.93,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T14:10:02.153023+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.265272+00:00,587.2267,0.0,0.0,0.3278,0.01,True
QQQ,BUY,rebalance_to_target,674.66,0.55,569141.28,0,843,843,568738.36,False,Place Order's Price is not valid. Go to https://openapi.moomoo.com/moomoo-api-doc/en/trade/place-order.html for more information.,,,,,,,2026-05-04T14:10:02.153023+00:00,core_satellite_alpha,,,,,,,,2026-05-04T14:10:02.265312+00:00,675.3346,0.0,0.0,0.55,0.03,True
