journaled_at,run_date,shadow_name,shadow_config_signature,paper_ready,gates_all_pass,reason,current_regime,latest_factor_date,predicted_at,gross_exposure,core_gross,overlay_gross,raw_overlay_gross,target_spy_weight,target_qqq_weight,target_tqqq_weight,target_cash_weight,overlay_tickers,overlay_weights_json,raw_overlay_weights_json,sticky_holdings_source,sticky_holdings_used,sticky_held_tickers,live_config_hash,walkforward_approval_pass,nested_cost_stress_approval_pass,medium_risk_review_pass,feature_health_gate_pass,source_mean_oos_alpha_vs_qqq_pct,source_mean_oos_sharpe,source_worst_oos_drawdown_pct,source_worst_oos_turnover_pct,backtest_sharpe,backtest_max_drawdown_pct,backtest_total_return_pct
2026-06-10T16:57:52+00:00,2026-06-10,riskoff_guard,"h=20,ov=0.5,ma=100,vol=percentile:0.3,score=regime_adaptive_riskoff_guard,shape=top3,weighting=sticky_score,tqqq=0.0,risk=off",True,True,nested walk-forward live gates pass,risk_off,2026-06-09,2026-06-11T00:57+08:00,0.8,0.55,0.25,0.25,0.33,0.22,0.0,0.2,"MU,CAT,AMD","{""AMD"": 0.08071, ""CAT"": 0.019664, ""MU"": 0.149626}","{""AMD"": 0.08071, ""CAT"": 0.019664, ""MU"": 0.149626}",alpaca_daily_status,True,"CAT,MU",41ac445214dd828b,True,True,True,True,15.82,1.667,-27.56,533.29,1.347,-27.53,8195.47
2026-06-11T18:13:52+00:00,2026-06-11,riskoff_guard,"h=20,ov=0.5,ma=100,vol=percentile:0.3,score=regime_adaptive_riskoff_guard,shape=top3,weighting=sticky_score,tqqq=0.0,risk=off",True,True,nested walk-forward live gates pass,risk_off,2026-06-10,2026-06-12T02:13+08:00,0.8,0.55,0.25,0.25,0.33,0.22,0.0,0.2,"MU,CAT,TSLA","{""CAT"": 0.044068, ""MU"": 0.176481, ""TSLA"": 0.029451}","{""CAT"": 0.044068, ""MU"": 0.176481, ""TSLA"": 0.029451}",alpaca_daily_status,True,"CAT,EXC,MU",34076c34b93f7aad,True,True,True,True,15.82,1.667,-27.56,533.29,1.348,-27.53,8238.36
2026-06-12T17:26:26+00:00,2026-06-12,riskoff_guard,"h=20,ov=0.5,ma=100,vol=percentile:0.3,score=regime_adaptive_riskoff_guard,shape=top3,weighting=sticky_score,tqqq=0.0,risk=off",True,True,nested walk-forward live gates pass,risk_off,2026-06-11,2026-06-13T01:26+08:00,0.8,0.55,0.25,0.25,0.33,0.22,0.0,0.2,"CAT,MU,TSLA","{""CAT"": 0.060124, ""MU"": 0.160425, ""TSLA"": 0.029451}","{""CAT"": 0.060124, ""MU"": 0.160425, ""TSLA"": 0.029451}",alpaca_daily_status,True,"CAT,EXC,MU",ac106fba32400633,True,True,True,True,15.82,1.667,-27.56,533.29,1.364,-27.8,8823.2
2026-06-15T18:24:57+00:00,2026-06-15,riskoff_guard,"h=20,ov=0.5,ma=100,vol=percentile:0.3,score=regime_adaptive_riskoff_guard,shape=top3,weighting=sticky_score,tqqq=0.0,risk=off",True,True,nested walk-forward live gates pass,risk_off,2026-06-12,2026-06-16T02:24+08:00,0.8,0.55,0.25,0.25,0.33,0.22,0.0,0.2,"CAT,MU,TSLA","{""CAT"": 0.052902, ""MU"": 0.128605, ""TSLA"": 0.068493}","{""CAT"": 0.052902, ""MU"": 0.128605, ""TSLA"": 0.068493}",alpaca_daily_status,True,"CAT,EXC,MU",31fbdd99cff00e1d,True,True,True,True,15.82,1.667,-27.56,533.29,1.367,-27.53,8635.3
2026-06-16T18:28:50+00:00,2026-06-16,riskoff_guard,"h=20,ov=0.5,ma=100,vol=percentile:0.3,score=regime_adaptive_riskoff_guard,shape=top3,weighting=sticky_score,tqqq=0.0,risk=off",True,True,nested walk-forward live gates pass,risk_off,2026-06-15,2026-06-17T02:28+08:00,0.8,0.55,0.25,0.25,0.33,0.22,0.0,0.2,"META,FCX,PLD","{""FCX"": 0.083333, ""META"": 0.162698, ""PLD"": 0.003968}","{""FCX"": 0.083333, ""META"": 0.162698, ""PLD"": 0.003968}",alpaca_daily_status,True,"ABBV,CAT,EXC",52180e7a246dacfd,True,True,True,True,15.82,1.667,-27.56,533.29,1.425,-26.66,10693.08
2026-06-17T17:31:28+00:00,2026-06-17,riskoff_guard,"h=20,ov=0.5,ma=100,vol=percentile:0.3,score=regime_adaptive_riskoff_guard,shape=top3,weighting=sticky_score,tqqq=0.0,risk=off",True,True,nested walk-forward live gates pass,risk_off,2026-06-16,2026-06-18T01:31+08:00,0.8,0.55,0.25,0.25,0.33,0.22,0.0,0.2,"CAT,MU,TSLA","{""CAT"": 0.101543, ""MU"": 0.078298, ""TSLA"": 0.070159}","{""CAT"": 0.101543, ""MU"": 0.078298, ""TSLA"": 0.070159}",alpaca_daily_status,True,"ABBV,CAT,EXC",2fd8d911bd985034,True,True,True,True,15.82,1.667,-27.56,533.29,1.426,-26.66,10700.59
2026-06-18T16:55:09+00:00,2026-06-18,riskoff_guard,"h=20,ov=0.5,ma=100,vol=percentile:0.3,score=regime_adaptive_riskoff_guard,shape=top3,weighting=sticky_score,tqqq=0.0,risk=off",True,True,nested walk-forward live gates pass,risk_off,2026-06-17,2026-06-19T00:55+08:00,0.8,0.55,0.25,0.25,0.33,0.22,0.0,0.2,"CAT,MU,TSLA","{""CAT"": 0.100798, ""MU"": 0.077679, ""TSLA"": 0.071524}","{""CAT"": 0.100798, ""MU"": 0.077679, ""TSLA"": 0.071524}",alpaca_daily_status,True,"ABBV,CAT,EXC",7042d6a01636d06c,True,True,True,True,15.82,1.667,-27.56,533.29,1.394,-26.66,9592.82
2026-06-22T18:13:10+00:00,2026-06-22,riskoff_guard,"h=20,ov=0.5,ma=100,vol=percentile:0.3,score=regime_adaptive_riskoff_guard,shape=top3,weighting=sticky_score,tqqq=0.0,risk=off",True,True,nested walk-forward live gates pass,risk_off,2026-06-18,2026-06-23T02:13+08:00,0.8,0.55,0.25,0.25,0.33,0.22,0.0,0.2,"TSLA,AMD,AMZN","{""AMD"": 0.083333, ""AMZN"": 0.031893, ""TSLA"": 0.134774}","{""AMD"": 0.083333, ""AMZN"": 0.031893, ""TSLA"": 0.134774}",alpaca_daily_status,True,"ABBV,CAT,EXC",1e8cda15ae4b1a22,True,True,True,True,15.82,1.667,-27.56,533.29,1.402,-26.66,9858.6
2026-06-23T16:24:33+00:00,2026-06-23,riskoff_guard,"h=20,ov=0.5,ma=100,vol=percentile:0.3,score=regime_adaptive_riskoff_guard,shape=top3,weighting=sticky_score,tqqq=0.0,risk=off",True,True,nested walk-forward live gates pass,risk_off,2026-06-22,2026-06-24T00:24+08:00,0.8,0.55,0.25,0.25,0.33,0.22,0.0,0.2,"WMT,TSLA,AMD","{""AMD"": 0.031893, ""TSLA"": 0.083333, ""WMT"": 0.134774}","{""AMD"": 0.031893, ""TSLA"": 0.083333, ""WMT"": 0.134774}",alpaca_daily_status,True,"ABBV,CAT,EXC",9ef73ce4482d7186,True,True,True,True,15.82,1.667,-27.56,533.29,1.438,-26.66,11869.23
2026-06-24T16:12:39+00:00,2026-06-24,riskoff_guard,"h=20,ov=0.5,ma=100,vol=percentile:0.3,score=regime_adaptive_riskoff_guard,shape=top3,weighting=sticky_score,tqqq=0.0,risk=off",True,True,nested walk-forward live gates pass,risk_off,2026-06-23,2026-06-25T00:12+08:00,0.8,0.55,0.25,0.25,0.33,0.22,0.0,0.2,"TSLA,AMD,AMZN","{""AMD"": 0.083333, ""AMZN"": 0.031893, ""TSLA"": 0.134774}","{""AMD"": 0.083333, ""AMZN"": 0.031893, ""TSLA"": 0.134774}",alpaca_daily_status,True,"ABBV,CAT,EXC",5ff3d81b0819b8ba,True,True,True,True,15.82,1.667,-27.56,533.29,1.427,-26.66,11855.45
2026-06-25T14:44:32+00:00,2026-06-25,riskoff_guard,"h=20,ov=0.5,ma=100,vol=percentile:0.3,score=regime_adaptive_riskoff_guard,shape=top3,weighting=sticky_score,tqqq=0.0,risk=off",True,True,nested walk-forward live gates pass,risk_off,2026-06-24,2026-06-25T22:44+08:00,0.8,0.55,0.25,0.25,0.33,0.22,0.0,0.2,"MU,TSLA,AMZN","{""AMZN"": 0.031893, ""MU"": 0.134774, ""TSLA"": 0.083333}","{""AMZN"": 0.031893, ""MU"": 0.134774, ""TSLA"": 0.083333}",alpaca_daily_status,True,"ABBV,CAT,COP,EXC",18881d2d25ad114e,True,True,True,True,15.82,1.667,-27.56,533.29,1.427,-26.66,11855.45
2026-06-26T16:53:22+00:00,2026-06-26,riskoff_guard,"h=20,ov=0.5,ma=100,vol=percentile:0.3,score=regime_adaptive_riskoff_guard,shape=top3,weighting=sticky_score,tqqq=0.0,risk=off",True,True,nested walk-forward live gates pass,risk_off,2026-06-25,2026-06-27T00:53+08:00,0.8,0.55,0.25,0.25,0.33,0.22,0.0,0.2,"TSLA,AMD,GS","{""AMD"": 0.083333, ""GS"": 0.031893, ""TSLA"": 0.134774}","{""AMD"": 0.083333, ""GS"": 0.031893, ""TSLA"": 0.134774}",alpaca_daily_status,True,"ABBV,CAT,COP,EXC",a12df1f01408dde8,True,True,True,True,15.82,1.667,-27.56,533.29,1.409,-26.66,10556.81
2026-06-29T16:53:45+00:00,2026-06-29,riskoff_guard,"h=20,ov=0.5,ma=100,vol=percentile:0.3,score=regime_adaptive_riskoff_guard,shape=top3,weighting=sticky_score,tqqq=0.0,risk=off",True,True,nested walk-forward live gates pass,risk_off,2026-06-26,2026-06-30T00:53+08:00,0.8,0.55,0.25,0.25,0.33,0.22,0.0,0.2,"CAT,TSLA,WMT","{""CAT"": 0.10238, ""TSLA"": 0.078993, ""WMT"": 0.068627}","{""CAT"": 0.10238, ""TSLA"": 0.078993, ""WMT"": 0.068627}",alpaca_daily_status,True,"ABBV,CAT,COP,EXC",9d9e6dc9345c9c37,True,True,True,True,15.82,1.667,-27.56,533.29,1.363,-29.53,9934.92
2026-06-30T16:19:16+00:00,2026-06-30,riskoff_guard,"h=20,ov=0.5,ma=100,vol=percentile:0.3,score=regime_adaptive_riskoff_guard,shape=top3,weighting=sticky_score,tqqq=0.0,risk=off",True,True,nested walk-forward live gates pass,risk_off,2026-06-29,2026-07-01T00:19+08:00,0.8,0.55,0.25,0.25,0.33,0.22,0.0,0.2,"CAT,MU,GS","{""CAT"": 0.110689, ""GS"": 0.053149, ""MU"": 0.086161}","{""CAT"": 0.110689, ""GS"": 0.053149, ""MU"": 0.086161}",alpaca_daily_status,True,"ABBV,CAT,COP,EXC",aae21bd8774687ae,True,True,True,True,15.82,1.667,-27.56,533.29,1.359,-29.53,9935.89
2026-07-01T14:52:39+00:00,2026-07-01,riskoff_guard,"h=20,ov=0.5,ma=100,vol=percentile:0.3,score=regime_adaptive_riskoff_guard,shape=top3,weighting=sticky_score,tqqq=0.0,risk=off",True,True,nested walk-forward live gates pass,risk_off,2026-06-30,2026-07-01T22:52+08:00,0.8,0.55,0.25,0.25,0.33,0.22,0.0,0.2,"CAT,MU,FCX","{""CAT"": 0.105093, ""FCX"": 0.063661, ""MU"": 0.081246}","{""CAT"": 0.105093, ""FCX"": 0.063661, ""MU"": 0.081246}",alpaca_daily_status,True,"ABBV,CAT,COP,EXC",3006054e02ac7504,True,True,True,True,15.82,1.667,-27.56,533.29,1.345,-29.53,9480.0
2026-07-02T14:32:23+00:00,2026-07-02,riskoff_guard,"h=20,ov=0.5,ma=100,vol=percentile:0.3,score=regime_adaptive_riskoff_guard,shape=top3,weighting=sticky_score,tqqq=0.0,risk=off",True,True,nested walk-forward live gates pass,risk_off,2026-07-01,2026-07-02T22:32+08:00,0.8,0.55,0.25,0.25,0.33,0.22,0.0,0.2,"MU,GS,CAT","{""CAT"": 0.031893, ""GS"": 0.083333, ""MU"": 0.134774}","{""CAT"": 0.031893, ""GS"": 0.083333, ""MU"": 0.134774}",alpaca_daily_status,True,"ABBV,CCI,COP,EXC",4d4bd4f6cbac6d0b,True,True,True,True,15.82,1.667,-27.56,533.29,1.363,-29.53,10191.7
2026-07-06T17:28:23+00:00,2026-07-06,riskoff_guard,"h=20,ov=0.5,ma=100,vol=percentile:0.3,score=regime_adaptive_riskoff_guard,shape=top3,weighting=sticky_score,tqqq=0.0,risk=off",True,True,nested walk-forward live gates pass,risk_off,2026-07-02,2026-07-07T01:28+08:00,0.8,0.55,0.25,0.25,0.33,0.22,0.0,0.2,"MU,GS,NEM","{""GS"": 0.083333, ""MU"": 0.134774, ""NEM"": 0.031893}","{""GS"": 0.083333, ""MU"": 0.134774, ""NEM"": 0.031893}",alpaca_daily_status,True,"ABBV,CCI,COP,EXC",fffd251169d7748f,True,True,True,True,15.82,1.667,-27.56,533.29,1.345,-29.53,9469.84
2026-07-07T16:21:57+00:00,2026-07-07,riskoff_guard,"h=20,ov=0.5,ma=100,vol=percentile:0.3,score=regime_adaptive_riskoff_guard,shape=top3,weighting=sticky_score,tqqq=0.0,risk=off",True,True,nested walk-forward live gates pass,risk_off,2026-07-06,2026-07-08T00:21+08:00,0.8,0.55,0.25,0.25,0.33,0.22,0.0,0.2,"MU,CAT,GS","{""CAT"": 0.083333, ""GS"": 0.031893, ""MU"": 0.134774}","{""CAT"": 0.083333, ""GS"": 0.031893, ""MU"": 0.134774}",alpaca_daily_status,False,,1f08fc1ddfdb6428,True,True,True,True,15.82,1.667,-27.56,533.29,1.347,-29.53,9050.16
2026-07-08T16:38:00+00:00,2026-07-08,riskoff_guard,"h=20,ov=0.5,ma=100,vol=percentile:0.3,score=regime_adaptive_riskoff_guard,shape=top3,weighting=sticky_score,tqqq=0.0,risk=off",True,True,nested walk-forward live gates pass,risk_off,2026-07-07,2026-07-09T00:38+08:00,0.8,0.55,0.25,0.25,0.33,0.22,0.0,0.2,"MU,WMT,CAT","{""CAT"": 0.031893, ""MU"": 0.134774, ""WMT"": 0.083333}","{""CAT"": 0.031893, ""MU"": 0.134774, ""WMT"": 0.083333}",alpaca_daily_status,True,"ABBV,CCI,COP,EXC",09385d06b5a0037f,True,True,True,True,15.82,1.667,-27.56,533.29,1.329,-29.53,8415.7
2026-07-09T16:25:57+00:00,2026-07-09,riskoff_guard,"h=20,ov=0.5,ma=100,vol=percentile:0.3,score=regime_adaptive_riskoff_guard,shape=top3,weighting=sticky_score,tqqq=0.0,risk=off",True,True,nested walk-forward live gates pass,risk_off,2026-07-08,2026-07-10T00:25+08:00,0.8,0.55,0.25,0.25,0.33,0.22,0.0,0.2,"MU,CAT,WMT","{""CAT"": 0.083333, ""MU"": 0.134774, ""WMT"": 0.031893}","{""CAT"": 0.083333, ""MU"": 0.134774, ""WMT"": 0.031893}",alpaca_daily_status,True,"ABBV,CCI,COP,EXC",11d3563b080543ad,True,True,True,True,15.82,1.667,-27.56,533.29,1.334,-29.53,8487.63
2026-07-10T17:03:14+00:00,2026-07-10,riskoff_guard,"h=20,ov=0.5,ma=100,vol=percentile:0.3,score=regime_adaptive_riskoff_guard,shape=top3,weighting=sticky_score,tqqq=0.0,risk=off",True,True,nested walk-forward live gates pass,risk_off,2026-07-09,2026-07-11T01:03+08:00,0.8,0.55,0.25,0.25,0.33,0.22,0.0,0.2,"MU,CAT,WMT","{""CAT"": 0.083333, ""MU"": 0.134774, ""WMT"": 0.031893}","{""CAT"": 0.083333, ""MU"": 0.134774, ""WMT"": 0.031893}",alpaca_daily_status,True,"ABBV,CCI,COP,EXC",84386e746e6e8cec,True,True,True,True,15.82,1.667,-27.56,533.29,1.316,-29.53,7948.47
2026-07-13T16:59:40+00:00,2026-07-13,riskoff_guard,"h=20,ov=0.5,ma=100,vol=percentile:0.3,score=regime_adaptive_riskoff_guard,shape=top3,weighting=sticky_score,tqqq=0.0,risk=off",True,True,nested walk-forward live gates pass,risk_off,2026-07-10,2026-07-14T00:59+08:00,0.8,0.55,0.25,0.25,0.33,0.22,0.0,0.2,"MU,CAT,WMT","{""CAT"": 0.083333, ""MU"": 0.134774, ""WMT"": 0.031893}","{""CAT"": 0.083333, ""MU"": 0.134774, ""WMT"": 0.031893}",alpaca_daily_status,True,"ABBV,CCI,COP,EXC",94f030bf20e4131a,True,True,True,True,15.82,1.667,-27.56,533.29,1.337,-29.53,8661.68
2026-07-14T15:20:02+00:00,2026-07-14,riskoff_guard,"h=20,ov=0.5,ma=100,vol=percentile:0.3,score=regime_adaptive_riskoff_guard,shape=top3,weighting=sticky_score,tqqq=0.0,risk=off",True,True,nested walk-forward live gates pass,risk_off,2026-07-13,2026-07-14T23:20+08:00,0.8,0.55,0.25,0.25,0.33,0.22,0.0,0.2,"MU,CAT,WMT","{""CAT"": 0.083333, ""MU"": 0.134774, ""WMT"": 0.031893}","{""CAT"": 0.083333, ""MU"": 0.134774, ""WMT"": 0.031893}",alpaca_daily_status,True,"ABBV,CCI,COP,EXC",8494dc3bcf8cc5fb,True,True,True,True,15.82,1.667,-27.56,533.29,1.337,-29.53,8703.4
2026-07-15T15:21:29+00:00,2026-07-15,riskoff_guard,"h=20,ov=0.5,ma=100,vol=percentile:0.3,score=regime_adaptive_riskoff_guard,shape=top3,weighting=sticky_score,tqqq=0.0,risk=off",True,True,nested walk-forward live gates pass,risk_off,2026-07-14,2026-07-15T23:21+08:00,0.8,0.55,0.25,0.25,0.33,0.22,0.0,0.2,"META,ABBV","{""ABBV"": 0.100264, ""META"": 0.149736}","{""ABBV"": 0.100264, ""META"": 0.149736}",alpaca_daily_status,True,"ABBV,CCI,COP,EXC",17107976f65f202a,True,True,True,True,15.82,1.667,-27.56,533.29,1.344,-29.53,8957.76
2026-07-17T15:09:36+00:00,2026-07-17,riskoff_guard,"h=20,ov=0.5,ma=100,vol=percentile:0.3,score=regime_adaptive_riskoff_guard,shape=top3,weighting=sticky_score,tqqq=0.0,risk=off",True,True,nested walk-forward live gates pass,risk_off,2026-07-16,2026-07-17T23:09+08:00,0.8,0.55,0.25,0.25,0.33,0.22,0.0,0.2,"MU,CAT,WMT","{""CAT"": 0.083333, ""MU"": 0.134774, ""WMT"": 0.031893}","{""CAT"": 0.083333, ""MU"": 0.134774, ""WMT"": 0.031893}",alpaca_daily_status,True,"ABBV,CCI,COP,EXC",838b0912253b386d,True,True,True,True,15.82,1.667,-27.56,533.29,1.357,-29.53,10216.42
2026-07-20T16:26:58+00:00,2026-07-20,riskoff_guard,"h=20,ov=0.5,ma=100,vol=percentile:0.3,score=regime_adaptive_riskoff_guard,shape=top3,weighting=sticky_score,tqqq=0.0,risk=off",True,True,nested walk-forward live gates pass,risk_off,2026-07-17,2026-07-21T00:26+08:00,0.8,0.55,0.25,0.25,0.33,0.22,0.0,0.2,"MU,CAT,AMD","{""AMD"": 0.031893, ""CAT"": 0.083333, ""MU"": 0.134774}","{""AMD"": 0.031893, ""CAT"": 0.083333, ""MU"": 0.134774}",alpaca_daily_status,True,"ABBV,CCI,COP,EXC",ebced562b4851427,True,True,True,True,15.82,1.667,-27.56,533.29,1.338,-29.38,9549.42
2026-07-22T15:30:27+00:00,2026-07-22,riskoff_guard,"h=20,ov=0.5,ma=100,vol=percentile:0.3,score=regime_adaptive_riskoff_guard,shape=top3,weighting=sticky_score,tqqq=0.0,risk=off",True,True,nested walk-forward live gates pass,risk_off,2026-07-21,2026-07-22T23:30+08:00,0.8,0.55,0.25,0.25,0.33,0.22,0.0,0.2,"MU,CAT,C","{""C"": 0.031893, ""CAT"": 0.083333, ""MU"": 0.134774}","{""C"": 0.031893, ""CAT"": 0.083333, ""MU"": 0.134774}",alpaca_daily_status,True,"ABBV,CCI,COP,EXC",f72b1b2f618b5103,True,True,True,True,15.82,1.667,-27.56,533.29,1.349,-29.53,9463.69
2026-07-23T15:51:17+00:00,2026-07-23,riskoff_guard,"h=20,ov=0.5,ma=100,vol=percentile:0.3,score=regime_adaptive_riskoff_guard,shape=top3,weighting=sticky_score,tqqq=0.0,risk=off",True,True,nested walk-forward live gates pass,risk_off,2026-07-22,2026-07-23T23:51+08:00,0.8,0.55,0.25,0.25,0.33,0.22,0.0,0.2,"WMT,MU,CAT","{""CAT"": 0.031893, ""MU"": 0.083333, ""WMT"": 0.134774}","{""CAT"": 0.031893, ""MU"": 0.083333, ""WMT"": 0.134774}",alpaca_daily_status,True,"ABBV,CCI,COP,EXC",7d0337245dee19de,True,True,True,True,15.82,1.667,-27.56,533.29,1.353,-29.53,9575.39
