date,entry_date,exit_date,ticker,signal,signal_quality,confidence,expected_return,position_pct,regime_mult,vix_at_trade,entry_price,exit_price,holding_days,net_pnl,sector
2015-01-23,2015-01-26,2015-02-02,AMZN,LONG,MEDIUM,58.92,0.82,15.0,1.0,16.7,15.6222,18.1871,5,246.23,XLY
2015-01-23,2015-01-26,2015-02-02,TSLA,LONG,MEDIUM,57.93,0.45,15.0,1.0,16.7,13.4822,14.0345,5,60.56,XLY
2015-01-26,2015-01-27,2015-02-03,MU,LONG,MEDIUM,71.84,0.15,15.0,1.0,15.5,29.7373,28.1781,5,-79.84,XLK
2015-01-26,2015-01-27,2015-02-03,AMZN,LONG,MEDIUM,58.92,0.73,15.0,1.0,15.5,15.3456,18.1411,5,274.64,XLY
2015-01-26,2015-01-27,2015-02-03,TSLA,LONG,MEDIUM,57.93,0.53,15.0,1.0,15.5,13.6553,14.5282,5,95.62,XLY
2015-01-27,2015-01-28,2015-02-04,MU,LONG,MEDIUM,66.76,0.25,15.0,1.0,17.2,29.3171,28.256,5,-51.32,XLK
2015-01-27,2015-01-28,2015-02-04,MSFT,LONG,MEDIUM,60.63,0.44,15.0,1.0,17.2,36.4215,35.5122,5,-35.45,XLK
2015-01-27,2015-01-28,2015-02-04,AMZN,LONG,MEDIUM,58.92,0.63,15.0,1.0,17.2,15.5215,18.201,5,241.57,XLY
2015-01-27,2015-01-28,2015-02-04,TSLA,LONG,MEDIUM,57.93,0.75,15.0,1.0,17.2,13.7681,14.5409,5,77.81,XLY
2015-01-28,2015-01-29,2015-02-05,MU,LONG,MEDIUM,70.94,0.17,15.0,1.0,20.4,28.6233,28.7037,5,3.2,XLK
2015-01-28,2015-01-29,2015-02-05,MSFT,LONG,MEDIUM,61.32,0.6,15.0,1.0,20.4,34.8791,36.03,5,42.53,XLK
2015-01-28,2015-01-29,2015-02-05,AMZN,LONG,MEDIUM,58.92,0.54,15.0,1.0,20.4,15.267,18.6571,5,287.84,XLY
2015-01-28,2015-01-29,2015-02-05,TSLA,LONG,MEDIUM,57.93,0.96,15.0,1.0,20.4,13.4315,14.7032,5,122.13,XLY
2015-01-29,2015-01-30,2015-02-06,MU,LONG,MEDIUM,69.37,0.16,15.0,1.0,18.8,28.7308,28.1392,5,-29.36,XLK
2015-01-29,2015-01-30,2015-02-06,MSFT,LONG,MEDIUM,63.41,0.59,15.0,1.0,18.8,35.4074,35.996,5,22.91,XLK
2015-01-29,2015-01-30,2015-02-06,AMZN,LONG,MEDIUM,58.92,0.61,15.0,1.0,18.8,17.3506,18.6766,5,106.35,XLY
2015-01-29,2015-01-30,2015-02-06,TSLA,LONG,MEDIUM,57.93,0.83,15.0,1.0,18.8,13.6245,14.4617,5,85.13,XLY
2015-01-30,2015-02-02,2015-02-09,MU,LONG,MEDIUM,66.39,0.21,15.0,1.0,21.0,28.5842,27.5941,5,-52.71,XLK
2015-01-30,2015-02-02,2015-02-09,MSFT,LONG,MEDIUM,64.22,0.76,15.0,1.0,21.0,34.5894,35.9536,5,58.98,XLK
2015-01-30,2015-02-02,2015-02-09,TSLA,LONG,MEDIUM,57.93,1.03,15.0,1.0,21.0,13.6252,14.4697,5,92.27,XLY
2015-02-02,2015-02-03,2015-02-10,MSFT,LONG,MEDIUM,65.05,0.76,15.0,1.0,19.4,35.4756,36.1573,5,29.62,XLK
2015-02-02,2015-02-03,2015-02-10,GOOGL,LONG,MEDIUM,58.68,0.5,15.0,1.0,19.4,26.3324,26.733,5,23.21,XLK
2015-02-02,2015-02-03,2015-02-10,AMZN,LONG,MEDIUM,58.12,0.53,15.0,1.0,19.4,18.0505,18.6127,5,47.85,XLY
2015-02-03,2015-02-04,2015-02-11,MSFT,LONG,MEDIUM,62.28,0.72,15.0,1.0,17.3,35.7398,35.9706,5,10.04,XLK
2015-02-03,2015-02-04,2015-02-11,GOOGL,LONG,MEDIUM,58.68,0.78,15.0,1.0,17.3,26.4914,26.6261,5,7.66,XLK
2015-02-03,2015-02-04,2015-02-11,AMZN,LONG,MEDIUM,58.12,0.55,15.0,1.0,17.3,17.9548,18.7195,5,68.33,XLY
2015-02-04,2015-02-05,2015-02-12,MU,LONG,MEDIUM,64.32,0.23,15.0,1.0,18.3,28.6331,31.0884,5,139.36,XLK
2015-02-04,2015-02-05,2015-02-12,MSFT,LONG,MEDIUM,63.75,0.78,15.0,1.0,18.3,35.9784,36.5732,5,26.52,XLK
2015-02-04,2015-02-05,2015-02-12,AMZN,LONG,MEDIUM,58.12,0.63,15.0,1.0,18.3,18.3366,18.8208,5,42.2,XLY
2015-02-05,2015-02-06,2015-02-13,MSFT,LONG,MEDIUM,63.75,0.75,15.0,1.0,16.9,36.3704,37.2352,5,39.89,XLK
2015-02-05,2015-02-06,2015-02-13,GOOGL,LONG,MEDIUM,58.68,0.99,15.0,1.0,16.9,26.3855,27.2774,5,56.73,XLK
2015-02-05,2015-02-06,2015-02-13,AMZN,LONG,MEDIUM,58.12,0.61,15.0,1.0,16.9,18.781,19.0533,5,23.71,XLY
2015-02-06,2015-02-09,2015-02-17,MU,LONG,MEDIUM,64.84,0.22,15.0,1.0,17.3,28.1151,31.468,5,199.19,XLK
2015-02-06,2015-02-09,2015-02-17,MSFT,LONG,MEDIUM,63.75,0.73,15.0,1.0,17.3,35.9954,37.2523,5,58.03,XLK
2015-02-06,2015-02-09,2015-02-17,AMZN,LONG,MEDIUM,58.12,0.57,15.0,1.0,17.3,18.5871,18.734,5,12.34,XLY
2015-02-09,2015-02-10,2015-02-18,MU,LONG,MEDIUM,65.09,0.11,15.0,1.0,18.5,28.4376,31.3122,5,165.43,XLK
2015-02-09,2015-02-10,2015-02-18,MSFT,LONG,MEDIUM,62.74,0.8,15.0,1.0,18.5,36.4215,37.2096,5,35.08,XLK
2015-02-09,2015-02-10,2015-02-18,AMZN,LONG,MEDIUM,58.12,0.61,15.0,1.0,18.5,18.5966,18.6312,5,2.17,XLY
2015-02-10,2015-02-11,2015-02-19,MU,LONG,MEDIUM,63.91,0.24,15.0,1.0,17.2,30.3823,30.9618,5,32.49,XLK
2015-02-10,2015-02-11,2015-02-19,MSFT,LONG,MEDIUM,60.41,0.7,15.0,1.0,17.2,36.3448,37.1839,5,39.54,XLK
2015-02-10,2015-02-11,2015-02-19,AMZN,LONG,MEDIUM,58.12,0.58,15.0,1.0,17.2,18.5986,18.9121,5,28.28,XLY
2015-02-11,2015-02-12,2015-02-20,MSFT,LONG,MEDIUM,63.28,0.77,15.0,1.0,17.0,36.3533,37.4917,5,53.61,XLK
2015-02-11,2015-02-12,2015-02-20,MU,LONG,MEDIUM,63.25,0.23,15.0,1.0,17.0,30.353,31.176,5,46.26,XLK
2015-02-11,2015-02-12,2015-02-20,AMZN,LONG,MEDIUM,58.12,0.62,15.0,1.0,17.0,18.7925,19.1446,5,31.45,XLY
2015-02-12,2015-02-13,2015-02-23,MSFT,LONG,MEDIUM,59.57,0.54,15.0,1.0,15.3,36.9669,37.7396,5,37.09,XLK
2015-02-13,2015-02-17,2015-02-24,MSFT,LONG,MEDIUM,61.53,0.6,15.0,1.0,14.7,37.7363,37.6883,5,-2.83,XLK
2015-02-17,2015-02-18,2015-02-25,MU,LONG,MEDIUM,64.71,0.13,15.0,1.0,15.8,31.5257,29.6673,5,-108.57,XLK
2015-02-17,2015-02-18,2015-02-25,MSFT,LONG,MEDIUM,61.53,0.65,15.0,1.0,15.8,37.4445,37.6028,5,7.25,XLK
2015-02-18,2015-02-19,2015-02-26,MU,LONG,MEDIUM,70.38,0.17,15.0,1.0,15.4,31.3889,29.8036,5,-92.39,XLK
2015-02-18,2015-02-19,2015-02-26,MSFT,LONG,MEDIUM,64.17,0.73,15.0,1.0,15.4,37.0583,37.6626,5,29.15,XLK
2015-02-19,2015-02-20,2015-02-27,MU,LONG,MEDIUM,64.73,0.17,15.0,1.0,15.3,31.0175,29.8522,5,-68.67,XLK
2015-02-20,2015-02-23,2015-03-02,MU,LONG,MEDIUM,71.75,0.03,15.0,1.0,14.3,31.1348,30.407,5,-43.42,XLK
2015-02-20,2015-02-23,2015-03-02,GOOGL,LONG,MEDIUM,59.5,1.0,15.0,1.0,14.3,26.7825,28.4583,5,113.96,XLK
2015-02-23,2015-02-24,2015-03-03,MU,LONG,MEDIUM,72.67,0.03,15.0,1.0,14.6,29.4539,28.8692,5,-36.67,XLK
2015-02-23,2015-02-24,2015-03-03,GOOGL,LONG,MEDIUM,59.5,1.24,15.0,1.0,14.6,26.4124,28.6449,5,152.79,XLK
2015-02-24,2015-02-25,2015-03-04,MU,LONG,MEDIUM,73.21,0.04,15.0,1.0,13.7,29.9035,28.4896,5,-85.83,XLK
2015-02-24,2015-02-25,2015-03-04,GOOGL,LONG,MEDIUM,59.34,1.38,15.0,1.0,13.7,26.7547,28.6221,5,125.14,XLK
2015-02-25,2015-02-26,2015-03-05,MU,LONG,MEDIUM,73.02,0.07,15.0,1.0,13.8,29.8448,28.4993,5,-81.7,XLK
2015-02-25,2015-02-26,2015-03-05,GOOGL,LONG,MEDIUM,59.34,1.51,15.0,1.0,13.8,27.1175,28.7755,5,109.32,XLK
2015-02-26,2015-02-27,2015-03-06,MU,LONG,MEDIUM,75.9,0.06,15.0,1.0,13.9,30.2651,27.7401,5,-153.15,XLK
2015-02-26,2015-02-27,2015-03-06,GOOGL,LONG,MEDIUM,59.5,1.22,15.0,1.0,13.9,27.7341,28.3534,5,40.17,XLK
2015-02-27,2015-03-02,2015-03-09,MU,LONG,MEDIUM,70.72,0.05,15.0,1.0,13.3,30.3725,27.8958,5,-150.26,XLK
2015-03-02,2015-03-03,2015-03-10,MU,LONG,MEDIUM,76.27,0.06,15.0,1.0,13.0,29.6885,26.8738,5,-179.92,XLK
2015-03-03,2015-03-04,2015-03-11,MU,LONG,MEDIUM,70.32,0.05,15.0,1.0,13.9,29.0435,27.1366,5,-120.12,XLK
2015-03-04,2015-03-05,2015-03-12,MU,LONG,MEDIUM,64.53,0.11,15.0,1.0,14.2,28.7797,27.2729,5,-94.65,XLK
2015-03-05,2015-03-06,2015-03-13,MU,LONG,MEDIUM,61.28,0.17,15.0,1.0,14.0,28.5549,27.9542,5,-38.41,XLK
2015-03-06,2015-03-09,2015-03-16,MU,LONG,MEDIUM,61.08,0.25,15.0,1.0,15.2,27.8904,27.7498,5,-9.44,XLK
2015-03-09,2015-03-10,2015-03-17,MSFT,LONG,MEDIUM,60.71,0.5,15.0,1.0,15.1,36.346,35.6453,5,-34.33,XLK
2015-03-10,2015-03-11,2015-03-18,MU,LONG,MEDIUM,66.53,0.25,15.0,1.0,16.7,27.2942,27.4092,5,6.55,XLK
2015-03-11,2015-03-12,2015-03-19,MU,LONG,MEDIUM,71.5,0.25,15.0,1.0,16.9,26.4929,27.3021,5,51.65,XLK
2015-03-11,2015-03-12,2015-03-19,GOOGL,LONG,MEDIUM,59.42,0.53,15.0,1.0,16.9,27.7505,27.8966,5,8.4,XLK
2015-03-12,2015-03-13,2015-03-20,MU,LONG,MEDIUM,60.54,0.25,15.0,1.0,15.4,27.3333,27.9153,5,35.98,XLK
2015-03-12,2015-03-13,2015-03-20,GOOGL,LONG,MEDIUM,59.42,0.4,15.0,1.0,15.4,27.7878,27.9599,5,10.03,XLK
2015-03-13,2015-03-16,2015-03-23,MSFT,LONG,MEDIUM,60.35,0.58,15.0,1.0,16.0,35.5908,36.6369,5,50.83,XLK
2015-03-13,2015-03-16,2015-03-23,GOOGL,LONG,MEDIUM,59.42,0.51,15.0,1.0,16.0,27.6735,27.9807,5,18.75,XLK
2015-03-16,2015-03-17,2015-03-24,MSFT,LONG,MEDIUM,61.48,0.61,15.0,1.0,15.6,35.5049,36.6711,5,56.94,XLK
2015-03-17,2015-03-18,2015-03-25,MU,LONG,MEDIUM,62.94,0.27,15.0,1.0,15.7,27.3724,25.8616,5,-95.68,XLK
2015-03-17,2015-03-18,2015-03-25,MSFT,LONG,MEDIUM,59.92,0.6,15.0,1.0,15.7,35.5564,35.4401,5,-6.12,XLK
2015-03-26,2015-03-27,2015-04-06,MU,LONG,MEDIUM,63.14,0.24,15.0,1.0,15.8,26.317,26.6986,5,24.63,XLK
2015-03-26,2015-03-27,2015-04-06,MSFT,LONG,MEDIUM,60.97,0.28,15.0,1.0,15.8,35.2904,35.5171,5,10.71,XLK
2015-03-26,2015-03-27,2015-04-06,TSLA,LONG,MEDIUM,57.93,0.57,15.0,1.0,15.8,12.6299,13.5129,5,120.59,XLY
2015-03-27,2015-03-30,2015-04-07,MU,LONG,MEDIUM,64.93,0.24,15.0,1.0,15.1,26.1216,26.1536,5,1.46,XLK
2015-03-27,2015-03-30,2015-04-07,MSFT,LONG,MEDIUM,59.05,0.44,15.0,1.0,15.1,35.2732,35.5,5,10.65,XLK
2015-03-27,2015-03-30,2015-04-07,TSLA,LONG,MEDIUM,57.93,0.94,15.0,1.0,15.1,12.4148,13.5229,5,153.36,XLY
2015-03-30,2015-03-31,2015-04-08,MU,LONG,MEDIUM,63.97,0.23,15.0,1.0,14.5,26.102,26.4066,5,19.69,XLK
2015-03-30,2015-03-31,2015-04-08,MSFT,LONG,MEDIUM,59.88,0.46,15.0,1.0,14.5,34.9986,35.406,5,19.81,XLK
2015-03-30,2015-03-31,2015-04-08,TSLA,LONG,MEDIUM,57.93,0.88,15.0,1.0,14.5,12.9278,13.817,5,118.66,XLY
2015-03-31,2015-04-01,2015-04-09,MSFT,LONG,MEDIUM,59.88,0.53,15.0,1.0,15.3,34.8441,35.4572,5,30.12,XLK
2015-03-31,2015-04-01,2015-04-09,AMZN,LONG,MEDIUM,58.92,0.63,15.0,1.0,15.3,18.6422,19.1386,5,45.4,XLY
2015-03-31,2015-04-01,2015-04-09,TSLA,LONG,MEDIUM,57.93,1.05,15.0,1.0,15.3,12.6052,13.978,5,188.12,XLY
2015-04-01,2015-04-02,2015-04-10,MSFT,LONG,MEDIUM,61.08,0.65,15.0,1.0,15.1,34.8956,35.6624,5,37.57,XLK
2015-04-01,2015-04-02,2015-04-10,TSLA,LONG,MEDIUM,57.93,1.03,15.0,1.0,15.1,12.7074,14.0319,5,179.21,XLY
2015-04-02,2015-04-06,2015-04-13,MU,LONG,MEDIUM,63.98,0.25,15.0,1.0,14.7,25.8968,27.1366,5,82.04,XLK
2015-04-02,2015-04-06,2015-04-13,MSFT,LONG,MEDIUM,61.08,0.82,15.0,1.0,14.7,34.621,35.6966,5,53.17,XLK
2015-04-02,2015-04-06,2015-04-13,TSLA,LONG,MEDIUM,57.93,0.87,15.0,1.0,14.7,13.2264,13.9574,5,94.16,XLY
2015-04-06,2015-04-07,2015-04-14,MU,LONG,MEDIUM,67.99,0.18,15.0,1.0,14.7,26.7274,26.9809,5,17.26,XLK
2015-04-06,2015-04-07,2015-04-14,MSFT,LONG,MEDIUM,61.43,0.64,15.0,1.0,14.7,35.7109,35.6026,5,-6.28,XLK
2015-04-07,2015-04-08,2015-04-15,MU,LONG,MEDIUM,66.28,0.2,15.0,1.0,14.8,25.975,27.4189,5,103.13,XLK
2015-04-07,2015-04-08,2015-04-15,MSFT,LONG,MEDIUM,60.13,0.53,15.0,1.0,14.8,35.5822,36.124,5,27.92,XLK
2015-04-08,2015-04-09,2015-04-16,MSFT,LONG,MEDIUM,61.69,0.57,15.0,1.0,14.0,35.402,36.0385,5,33.69,XLK
2015-04-09,2015-04-10,2015-04-17,MU,LONG,MEDIUM,63.11,0.22,15.0,1.0,13.1,27.1672,27.2729,5,6.82,XLK
2015-04-13,2015-04-14,2015-04-21,MU,LONG,MEDIUM,60.88,0.2,15.0,1.0,13.9,27.0988,27.7888,5,48.82,XLK
2015-04-14,2015-04-15,2015-04-22,MU,LONG,MEDIUM,61.56,0.19,15.0,1.0,13.7,27.3627,28.7134,5,94.89,XLK
2015-04-15,2015-04-16,2015-04-23,MSFT,LONG,MEDIUM,60.12,0.6,15.0,1.0,12.8,36.0027,37.0472,5,56.29,XLK
2015-04-16,2015-04-17,2015-04-24,MSFT,LONG,MEDIUM,60.12,0.57,15.0,1.0,12.6,35.7624,40.9194,5,281.15,XLK
2015-04-17,2015-04-20,2015-04-27,MU,LONG,MEDIUM,62.81,0.27,15.0,1.0,13.9,27.4799,28.4896,5,70.88,XLK
2015-04-17,2015-04-20,2015-04-27,MSFT,LONG,MEDIUM,59.03,0.64,15.0,1.0,13.9,35.8139,41.0562,5,284.65,XLK
2015-04-20,2015-04-21,2015-04-28,MSFT,LONG,MEDIUM,60.02,0.68,15.0,1.0,13.3,36.9039,42.0221,5,274.06,XLK
2015-04-20,2015-04-21,2015-04-28,MU,LONG,MEDIUM,60.01,0.19,15.0,1.0,13.3,27.6851,28.217,5,37.32,XLK
2015-04-21,2015-04-22,2015-04-29,MSFT,LONG,MEDIUM,61.85,0.7,15.0,1.0,13.2,36.6206,41.9367,5,287.06,XLK
2015-04-21,2015-04-22,2015-04-29,GOOGL,LONG,MEDIUM,59.42,0.91,15.0,1.0,13.2,26.9843,27.7837,5,57.96,XLK
2015-04-22,2015-04-23,2015-04-30,MU,LONG,MEDIUM,62.4,0.13,15.0,1.0,12.7,28.2715,27.38,5,-64.55,XLK
2015-04-22,2015-04-23,2015-04-30,MSFT,LONG,MEDIUM,61.85,0.7,15.0,1.0,12.7,36.8095,41.5776,5,261.66,XLK
2015-04-23,2015-04-24,2015-05-01,MU,LONG,MEDIUM,62.11,0.14,15.0,1.0,12.5,29.0631,28.217,5,-60.34,XLK
2015-04-23,2015-04-24,2015-05-01,MSFT,LONG,MEDIUM,61.85,0.64,15.0,1.0,12.5,39.1867,41.5947,5,125.37,XLK
2015-04-24,2015-04-27,2015-05-04,MU,LONG,MEDIUM,71.25,0.16,15.0,1.0,12.3,28.5842,27.9056,5,-53.31,XLK
2015-04-24,2015-04-27,2015-05-04,MSFT,LONG,MEDIUM,60.27,0.53,15.0,1.0,12.3,40.5342,41.2357,5,37.75,XLK
2015-04-27,2015-04-28,2015-05-05,MU,LONG,MEDIUM,64.01,0.19,15.0,1.0,13.1,28.5549,27.2924,5,-98.95,XLK
2015-04-28,2015-04-29,2015-05-06,MU,LONG,MEDIUM,66.39,0.2,15.0,1.0,12.4,28.0467,27.2437,5,-64.99,XLK
2015-04-28,2015-04-29,2015-05-06,GOOGL,SHORT,MEDIUM,59.35,-0.37,15.0,1.0,12.4,27.7402,26.5878,5,92.33,XLK
2015-04-29,2015-04-30,2015-05-07,MU,LONG,MEDIUM,62.72,0.08,15.0,1.0,13.4,28.1347,26.5429,5,-127.01,XLK
2015-04-30,2015-05-01,2015-05-08,MU,LONG,MEDIUM,69.61,0.19,15.0,1.0,14.6,27.6656,26.4553,5,-96.12,XLK
2015-04-30,2015-05-01,2015-05-08,AMZN,LONG,MEDIUM,58.12,0.61,15.0,1.0,14.6,21.2334,21.6411,5,40.82,XLY
2015-05-01,2015-05-04,2015-05-11,MU,LONG,MEDIUM,68.3,0.08,15.0,1.0,12.7,28.4083,27.0101,5,-110.58,XLK
2015-05-01,2015-05-04,2015-05-11,AMZN,LONG,MEDIUM,58.12,0.58,15.0,1.0,12.7,21.2825,21.5992,5,32.15,XLY
2015-05-04,2015-05-05,2015-05-12,MU,LONG,MEDIUM,66.0,0.08,15.0,1.0,12.9,27.6265,26.1536,5,-118.07,XLK
2015-05-04,2015-05-05,2015-05-12,AMZN,LONG,MEDIUM,58.12,0.57,15.0,1.0,12.9,21.1848,21.5079,5,32.51,XLY
2015-05-05,2015-05-06,2015-05-13,MU,LONG,MEDIUM,67.22,0.08,15.0,1.0,14.3,27.5776,26.465,5,-87.94,XLK
2015-05-05,2015-05-06,2015-05-13,AMZN,LONG,MEDIUM,58.12,0.62,15.0,1.0,14.3,21.1136,21.3008,5,18.13,XLY
2015-05-06,2015-05-07,2015-05-14,MU,LONG,MEDIUM,69.63,0.09,15.0,1.0,15.1,27.1672,25.9784,5,-94.87,XLK
2015-05-06,2015-05-07,2015-05-14,MSFT,LONG,MEDIUM,61.1,0.54,15.0,1.0,15.1,39.7103,41.646,5,104.26,XLK
2015-05-06,2015-05-07,2015-05-14,AMZN,LONG,MEDIUM,58.12,0.67,15.0,1.0,15.1,21.2499,21.5708,5,31.45,XLY
2015-05-07,2015-05-08,2015-05-15,MU,LONG,MEDIUM,68.88,0.17,15.0,1.0,15.1,26.747,25.628,5,-89.85,XLK
2015-05-07,2015-05-08,2015-05-15,MSFT,LONG,MEDIUM,63.88,0.63,15.0,1.0,15.1,40.8088,41.287,5,24.42,XLK
2015-05-07,2015-05-08,2015-05-15,AMZN,LONG,MEDIUM,58.12,0.55,15.0,1.0,15.1,21.5806,21.2574,5,-32.86,XLY
2015-05-08,2015-05-11,2015-05-18,MU,LONG,MEDIUM,63.06,0.17,15.0,1.0,12.9,26.5125,26.0465,5,-38.68,XLK
2015-05-08,2015-05-11,2015-05-18,MSFT,LONG,MEDIUM,62.0,0.61,15.0,1.0,12.9,40.8088,41.0391,5,11.63,XLK
2015-05-11,2015-05-12,2015-05-19,MU,LONG,MEDIUM,67.43,0.17,15.0,1.0,13.9,26.9229,25.6085,5,-107.37,XLK
2015-05-11,2015-05-12,2015-05-19,MSFT,LONG,MEDIUM,60.91,0.62,15.0,1.0,13.9,40.2081,40.9359,5,38.97,XLK
2015-05-12,2015-05-13,2015-05-20,MU,LONG,MEDIUM,65.76,0.18,15.0,1.0,13.9,26.7177,25.881,5,-67.12,XLK
2015-05-12,2015-05-13,2015-05-20,MSFT,LONG,MEDIUM,60.91,0.61,15.0,1.0,13.9,41.3581,40.9359,5,-22.13,XLK
2015-05-13,2015-05-14,2015-05-21,MSFT,LONG,MEDIUM,61.11,0.37,15.0,1.0,13.8,41.2207,40.7982,5,-22.32,XLK
2015-05-13,2015-05-14,2015-05-21,GOOGL,LONG,MEDIUM,59.27,0.51,15.0,1.0,13.8,27.0295,27.5571,5,40.72,XLK
2015-05-14,2015-05-15,2015-05-22,MU,LONG,MEDIUM,62.54,0.21,15.0,1.0,12.7,25.9261,26.6013,5,55.08,XLK
2015-05-14,2015-05-15,2015-05-22,GOOGL,LONG,MEDIUM,59.27,0.56,15.0,1.0,12.7,27.3485,27.4437,5,6.69,XLK
2015-05-15,2015-05-18,2015-05-26,MU,LONG,MEDIUM,66.29,0.25,15.0,1.0,12.4,25.5645,26.5916,5,83.6,XLK
2015-05-15,2015-05-18,2015-05-26,GOOGL,LONG,MEDIUM,59.27,0.66,15.0,1.0,12.4,27.022,27.081,5,3.8,XLK
2015-05-18,2015-05-19,2015-05-27,MU,LONG,MEDIUM,68.12,0.24,15.0,1.0,12.7,26.2193,27.38,5,93.05,XLK
2015-05-18,2015-05-19,2015-05-27,GOOGL,LONG,MEDIUM,59.27,0.45,15.0,1.0,12.7,27.2297,27.4304,5,14.84,XLK
2015-05-19,2015-05-20,2015-05-28,MU,LONG,MEDIUM,73.27,0.24,15.0,1.0,12.9,25.8675,27.526,5,133.37,XLK
2015-05-19,2015-05-20,2015-05-28,GOOGL,LONG,MEDIUM,59.27,0.32,15.0,1.0,12.9,27.3748,27.4269,5,3.22,XLK
