date,entry_date,exit_date,ticker,signal,signal_quality,confidence,expected_return,rank_score,rank_orientation,rank_orientation_corr,position_pct,regime_state,entry_price,exit_price,holding_days,net_pnl,exit_reason,sector,capacity_warning
2015-09-18,2015-09-21,2015-09-22,AMD,LONG,HIGH,50.36,0.72,0.0,-1.0,-0.0544,10.83,neutral,1.8747,1.7513,1,-75.89,stop_loss,XLK,False
2015-09-14,2015-09-15,2015-09-24,EQIX,LONG,MEDIUM,50.91,0.72,0.0,1.0,-0.0186,20.0,neutral,228.1483,220.0609,7,-70.04,stop_loss,XLRE,False
2015-09-14,2015-09-15,2015-09-28,BTC-USD,LONG,HIGH,51.78,0.67,0.0,1.0,-0.0186,15.73,neutral,230.882,235.625,13,31.82,take_profit,OTHER,False
2015-10-05,2015-10-06,2015-10-07,NVDA,LONG,HIGH,50.99,0.54,0.0,-1.0,-0.065,19.61,neutral,0.6122,0.6287,1,20.08,take_profit,XLK,False
2015-10-05,2015-10-06,2015-10-08,AMD,LONG,MEDIUM,50.99,0.57,0.0,-1.0,-0.065,11.89,neutral,1.8047,1.8666,2,33.4,take_profit,XLK,False
2015-10-13,2015-10-14,2015-10-19,AMD,LONG,HIGH,50.4,0.73,0.0,-1.0,-0.0812,11.92,bull,1.9251,1.9978,3,38.14,take_profit,XLK,False
2015-10-13,2015-10-14,2015-10-20,BRK-B,LONG,LOW,51.23,0.74,0.0,-1.0,-0.0812,20.0,bull,132.1894,133.6778,4,21.93,take_profit,XLF,False
2015-10-13,2015-10-14,2015-10-22,MA,LONG,LOW,51.23,0.74,0.0,-1.0,-0.0812,20.0,bull,89.9768,91.5981,6,35.12,take_profit,XLF,False
2015-10-15,2015-10-16,2015-10-22,HD,LONG,MEDIUM,50.85,0.53,0.0,-1.0,-0.0812,20.0,bull,94.9382,96.5481,4,33.3,take_profit,XLY,False
2015-10-20,2015-10-21,2015-10-23,AAPL,LONG,HIGH,51.99,0.84,0.0,-1.0,-0.0882,20.0,bull,25.6076,25.9922,2,29.04,take_profit,XLK,False
2015-10-19,2015-10-20,2015-11-02,CVX,LONG,LOW,51.12,0.74,0.0,-1.0,-0.0897,20.0,bull,57.1781,58.8505,9,57.71,take_profit,XLE,False
2015-11-02,2015-11-03,2015-11-05,NVDA,LONG,LOW,52.41,0.7,0.0,-1.0,-0.1371,19.26,bull,0.6945,0.673,2,-87.41,stop_loss,XLK,False
2015-10-23,2015-10-26,2015-11-09,BRK-B,LONG,LOW,52.77,0.42,0.0,-1.0,-0.113,20.0,bull,138.0627,135.3849,10,-38.92,stop_loss,XLF,False
2015-10-23,2015-10-26,2015-11-09,AMD,LONG,MEDIUM,52.34,0.45,0.0,-1.0,-0.113,12.2,bull,2.2155,2.1118,10,-62.68,stop_loss,XLK,False
2015-10-23,2015-10-26,2015-11-13,HD,LONG,LOW,52.34,0.45,0.0,-1.0,-0.113,20.0,bull,97.2174,95.7924,14,-29.52,stop_loss,XLY,False
2015-11-09,2015-11-10,2015-11-13,AMD,LONG,HIGH,51.84,0.71,0.9846,-1.0,-0.0822,15.44,neutral,2.0953,1.9889,3,-84.35,stop_loss,XLK,False
2015-11-09,2015-11-10,2015-11-13,JPM,LONG,MEDIUM,51.07,0.7,0.0,-1.0,-0.0822,20.0,neutral,50.8536,49.5187,3,-51.98,stop_loss,XLF,False
2015-11-09,2015-11-10,2015-11-13,GS,LONG,LOW,51.07,0.7,0.0,-1.0,-0.0822,20.0,neutral,159.071,154.3411,3,-58.57,stop_loss,XLF,False
2015-11-16,2015-11-17,2015-11-20,GOOGL,LONG,HIGH,50.89,0.76,0.0,-1.0,-0.1153,20.0,neutral,37.3711,37.9417,3,28.82,take_profit,XLK,False
2015-11-16,2015-11-17,2015-11-20,AMZN,LONG,MEDIUM,50.89,0.76,0.0,-1.0,-0.1153,20.0,neutral,32.5825,33.2936,3,41.34,take_profit,XLY,False
2015-11-16,2015-11-17,2015-11-25,TSLA,LONG,LOW,50.89,0.76,0.0,-1.0,-0.1153,16.69,neutral,14.3715,15.1052,6,80.75,take_profit,XLY,False
2015-11-25,2015-11-27,2015-12-03,BRK-B,LONG,HIGH,52.62,0.66,0.6065,-1.0,-0.0966,20.0,bull,135.4959,133.2336,4,-32.76,stop_loss,XLF,False
2015-12-03,2015-12-04,2015-12-09,TSLA,LONG,HIGH,50.48,0.19,0.0,-1.0,-0.1116,18.98,neutral,15.5235,14.9664,3,-66.8,stop_loss,XLY,False
2015-11-16,2015-11-17,2015-12-11,JPM,LONG,LOW,50.89,0.76,0.0,-1.0,-0.1153,20.0,neutral,50.4607,49.0395,17,-54.49,stop_loss,XLF,False
2015-11-23,2015-11-24,2015-12-11,AMZN,LONG,MEDIUM,51.78,0.79,0.0,-1.0,-0.0942,20.0,bull,33.7559,32.6824,12,-62.24,stop_loss,XLY,False
2015-11-23,2015-11-24,2015-12-11,AAPL,LONG,HIGH,51.78,0.78,0.0,-1.0,-0.0942,20.0,bull,26.467,25.7661,12,-52.08,stop_loss,XLK,False
2015-12-11,2015-12-14,2015-12-15,CVX,LONG,LOW,50.01,1.42,0.0,-1.0,-0.0973,20.0,neutral,55.8035,57.3701,1,52.94,take_profit,XLE,False
2015-12-11,2015-12-14,2015-12-15,GS,LONG,LOW,50.01,1.26,0.0,-1.0,-0.0973,20.0,neutral,143.4437,147.2545,1,50.29,take_profit,XLF,False
2015-12-11,2015-12-14,2015-12-15,BRK-B,LONG,HIGH,50.01,1.23,2.4274,-1.0,-0.0973,20.0,neutral,130.6865,132.973,1,33.05,take_profit,XLF,False
2015-12-11,2015-12-14,2015-12-15,AMZN,LONG,MEDIUM,50.01,1.16,0.0,-1.0,-0.0973,20.0,neutral,32.1337,32.8548,1,42.0,take_profit,XLY,False
2015-12-16,2015-12-17,2015-12-18,META,LONG,LOW,50.82,0.93,0.0,-1.0,-0.0567,20.0,neutral,106.8068,103.5243,1,-59.6,stop_loss,XLK,False
2015-12-16,2015-12-17,2015-12-18,AAPL,LONG,HIGH,50.55,0.72,0.0,-1.0,-0.0567,20.0,neutral,25.2683,24.616,1,-50.68,stop_loss,XLK,False
2015-12-23,2015-12-24,2015-12-29,GOOGL,LONG,LOW,52.2,0.37,0.0,1.0,0.0152,20.0,neutral,38.1642,38.8118,2,31.93,take_profit,XLK,False
2015-12-24,2015-12-28,2015-12-29,EQIX,LONG,MEDIUM,52.33,1.2,1.9231,1.0,0.0152,20.0,neutral,243.4287,247.0711,1,28.49,take_profit,XLRE,False
2015-12-24,2015-12-28,2016-01-04,JNJ,LONG,HIGH,52.33,1.37,2.8294,1.0,0.0152,20.0,neutral,77.9132,76.3694,4,-38.06,stop_loss,XLV,False
2015-12-30,2015-12-31,2016-01-04,BAC,LONG,LOW,50.68,0.82,0.0,1.0,0.0558,20.0,neutral,13.6055,13.1384,1,-67.58,stop_loss,XLF,False
2015-12-30,2015-12-31,2016-01-04,TSLA,LONG,LOW,50.68,0.63,0.0,1.0,0.0558,18.19,neutral,15.9279,15.3913,1,-60.17,stop_loss,XLY,False
2015-12-23,2015-12-24,2016-01-06,NVDA,LONG,LOW,52.47,0.34,0.0,1.0,0.0152,20.0,neutral,0.8054,0.7794,7,-85.41,stop_loss,XLK,False
2016-01-26,2016-01-27,2016-01-28,V,LONG,MEDIUM,50.55,0.87,0.0472,1.0,0.0683,20.0,neutral,67.068,65.0338,1,-57.09,stop_loss,XLF,False
2016-01-26,2016-01-27,2016-01-28,DUK,LONG,LOW,50.55,0.7,-0.4008,1.0,0.0683,20.0,neutral,47.4034,48.0714,1,26.0,take_profit,XLU,False
2016-01-26,2016-01-27,2016-01-29,KO,LONG,LOW,50.55,0.72,-0.1427,1.0,0.0683,20.0,neutral,30.6363,30.9807,2,20.45,take_profit,XLP,False
2016-02-01,2016-02-02,2016-02-05,INTC,LONG,HIGH,50.2,0.09,-2.2729,1.0,0.0516,20.0,neutral,24.1019,23.1265,3,-76.65,stop_loss,XLK,False
2016-01-26,2016-01-27,2016-02-08,AMT,LONG,HIGH,50.55,1.11,0.2557,1.0,0.0683,20.0,neutral,71.4542,68.6834,8,-72.91,stop_loss,XLRE,False
2016-02-01,2016-02-02,2016-02-08,V,LONG,MEDIUM,50.2,-0.39,-3.3361,1.0,0.0516,20.0,neutral,68.4871,65.9934,4,-68.53,stop_loss,XLF,False
2016-02-18,2016-02-19,2016-02-23,HD,LONG,HIGH,50.77,0.58,-0.642,1.0,0.1886,20.0,neutral,93.9406,97.1883,2,63.09,take_profit,XLY,False
2016-02-18,2016-02-19,2016-02-26,UNH,LONG,LOW,51.19,0.41,-1.2808,1.0,0.1886,20.0,neutral,99.4877,102.3892,5,53.21,take_profit,XLV,False
2016-02-23,2016-02-24,2016-03-01,LIN,LONG,HIGH,50.68,0.91,0.3928,1.0,0.2049,20.0,neutral,84.5068,86.7541,4,49.05,take_profit,XLB,False
2016-02-26,2016-02-29,2016-03-02,MSFT,LONG,HIGH,51.12,1.41,1.6857,1.0,0.1835,20.0,neutral,45.2484,46.2489,2,40.55,take_profit,XLK,False
2016-02-03,2016-02-04,2016-03-04,PEP,LONG,MEDIUM,51.86,0.77,0.0,1.0,0.0713,20.0,neutral,72.4562,73.7397,20,32.63,time_exit,XLP,False
2016-03-07,2016-03-08,2016-03-09,KO,LONG,MEDIUM,50.82,1.29,1.1732,1.0,0.1341,20.0,bull,31.8999,32.1643,1,14.99,take_profit,XLP,False
2016-03-07,2016-03-08,2016-03-10,CVX,LONG,HIGH,50.82,1.28,1.4928,1.0,0.1341,20.0,bull,59.1887,60.9519,2,55.69,take_profit,XLE,False
2016-03-10,2016-03-11,2016-03-14,MCD,LONG,LOW,50.82,0.84,0.2064,1.0,0.1459,20.0,bull,94.7704,95.748,1,19.21,take_profit,XLY,False
2016-02-18,2016-02-19,2016-03-18,PG,LONG,MEDIUM,50.77,0.34,-0.9599,1.0,0.1886,20.0,neutral,61.9738,62.6991,20,21.12,time_exit,XLP,False
2016-03-14,2016-03-15,2016-03-18,UNH,LONG,HIGH,51.8,1.09,0.9709,1.0,0.1153,20.0,bull,105.8804,107.0252,3,20.19,take_profit,XLV,False
2016-03-09,2016-03-10,2016-03-29,NEE,LONG,LOW,50.82,1.04,0.6732,1.0,0.1448,20.0,bull,22.663,22.929,12,21.36,take_profit,XLU,False
2016-03-22,2016-03-23,2016-03-30,AAPL,LONG,HIGH,50.82,0.8,0.4188,1.0,0.0393,20.0,bull,24.1506,24.4131,4,19.94,take_profit,XLK,False
2016-03-07,2016-03-08,2016-04-06,JPM,LONG,LOW,50.82,1.19,1.082,1.0,0.1341,20.0,bull,45.1171,45.0007,20,-5.27,time_exit,XLF,False
2016-03-22,2016-03-23,2016-04-06,LLY,LONG,MEDIUM,50.43,0.69,-0.0689,1.0,0.0393,20.0,bull,61.2062,63.0328,9,56.62,take_profit,XLV,False
2016-04-02,2016-04-03,2016-04-15,BTC-USD,LONG,HIGH,50.08,0.65,-0.2104,1.0,0.0369,20.0,bull,421.7405,426.1141,12,19.85,take_profit,OTHER,False
2016-04-18,2016-04-19,2016-04-20,BTC-USD,LONG,HIGH,50.7,0.6,0.0101,1.0,0.05,20.0,bull,429.2527,431.8122,1,11.43,take_profit,OTHER,False
2016-04-19,2016-04-20,2016-04-21,AMT,LONG,HIGH,50.03,0.65,-0.13,1.0,0.05,20.0,bull,82.2963,81.0165,1,-30.24,stop_loss,XLRE,False
2016-04-19,2016-04-20,2016-04-21,EQIX,LONG,MEDIUM,50.03,0.65,-0.2463,1.0,0.05,20.0,bull,268.3906,264.5319,1,-27.82,stop_loss,XLRE,False
2016-04-20,2016-04-21,2016-04-23,BTC-USD,LONG,MEDIUM,50.7,0.64,0.0884,1.0,0.0626,20.0,bull,441.9808,445.8791,2,16.91,take_profit,OTHER,False
2016-04-21,2016-04-22,2016-04-26,MU,LONG,MEDIUM,50.4,0.62,0.111,1.0,0.0536,13.9,bull,10.4168,10.8603,2,55.46,take_profit,XLK,False
2016-04-21,2016-04-22,2016-04-27,MSFT,LONG,HIGH,50.4,0.61,0.1674,1.0,0.0536,20.0,bull,45.7428,44.9059,3,-35.5,stop_loss,XLK,False
2016-04-20,2016-04-21,2016-05-03,UPS,LONG,LOW,50.4,0.6,0.0548,1.0,0.0626,20.0,bull,73.0706,72.0306,8,-27.62,stop_loss,XLI,False
2016-04-27,2016-04-28,2016-05-04,LLY,LONG,HIGH,51.62,0.69,0.4736,1.0,0.021,20.0,bull,64.556,63.4958,4,-31.9,stop_loss,XLV,False
2016-04-27,2016-04-28,2016-05-06,BTC-USD,LONG,MEDIUM,50.82,0.7,0.2723,1.0,0.021,20.0,bull,445.605,455.5257,8,42.78,take_profit,OTHER,False
2016-05-04,2016-05-05,2016-05-09,JNJ,LONG,MEDIUM,50.03,0.71,-0.0105,1.0,0.0675,20.0,neutral,85.2437,85.7569,2,11.28,take_profit,XLV,False
2016-05-04,2016-05-05,2016-05-10,XOM,LONG,HIGH,50.03,0.7,0.1646,1.0,0.0675,20.0,neutral,57.4921,57.9912,3,16.26,take_profit,XLE,False
2016-05-04,2016-05-05,2016-05-10,AMT,LONG,LOW,50.03,0.7,-0.0534,1.0,0.0675,20.0,neutral,82.3717,83.2978,3,21.26,take_profit,XLRE,False
2016-05-13,2016-05-16,2016-05-18,PG,LONG,MEDIUM,51.29,0.66,0.5587,1.0,0.1064,20.0,neutral,61.7555,60.7799,2,-30.77,stop_loss,XLP,False
2016-05-13,2016-05-16,2016-05-19,AMT,LONG,LOW,51.29,0.66,0.5035,1.0,0.1064,20.0,neutral,82.4786,81.0924,3,-32.64,stop_loss,XLRE,False
2016-05-13,2016-05-16,2016-05-25,UPS,LONG,LOW,51.29,0.65,0.5322,1.0,0.1064,20.0,neutral,70.1621,70.9455,7,21.26,take_profit,XLI,False
2016-05-13,2016-05-16,2016-06-07,XOM,LONG,HIGH,51.29,0.63,0.6303,1.0,0.1064,20.0,neutral,58.2626,58.8637,15,19.56,take_profit,XLE,False
2016-06-03,2016-06-06,2016-06-09,KO,LONG,HIGH,50.97,0.66,0.4147,1.0,0.0995,20.0,bull,33.0063,33.266,3,14.5,take_profit,XLP,False
2016-06-07,2016-06-08,2016-06-10,LIN,LONG,LOW,50.63,0.67,0.2861,1.0,0.1035,20.0,bull,95.3119,96.1219,2,16.11,take_profit,XLB,False
2016-06-06,2016-06-07,2016-06-13,MSFT,LONG,LOW,50.7,0.64,0.4028,1.0,0.0995,20.0,bull,46.3527,45.2583,4,-45.67,stop_loss,XLK,False
2016-06-03,2016-06-06,2016-06-16,GOOGL,LONG,MEDIUM,50.97,0.65,0.3223,1.0,0.0995,20.0,bull,36.6723,35.9962,8,-35.84,stop_loss,XLK,False
2016-06-20,2016-06-21,2016-06-23,CAT,LONG,HIGH,50.03,0.7,0.5722,1.0,0.1383,20.0,neutral,61.0119,62.0804,2,33.21,take_profit,XLI,False
2016-06-20,2016-06-21,2016-06-23,PG,LONG,LOW,50.03,0.7,0.2349,1.0,0.1383,20.0,neutral,63.3411,63.7883,2,13.21,take_profit,XLP,False
2016-06-20,2016-06-21,2016-06-23,UNP,LONG,LOW,50.03,0.7,0.2193,1.0,0.1383,20.0,neutral,70.0624,70.8457,2,21.13,take_profit,XLI,False
2016-06-20,2016-06-21,2016-06-23,XOM,LONG,MEDIUM,50.03,0.66,0.2626,1.0,0.1383,20.0,neutral,59.2535,59.7786,2,16.64,take_profit,XLE,False
2016-07-06,2016-07-07,2016-07-08,UNP,LONG,MEDIUM,50.66,0.62,0.3797,1.0,0.1123,20.0,neutral,71.0319,72.4779,1,38.97,take_profit,XLI,False
2016-06-30,2016-07-01,2016-07-12,LIN,LONG,HIGH,50.63,0.58,0.1401,1.0,0.1123,20.0,neutral,95.5491,97.6701,6,42.66,take_profit,XLB,False
2016-07-12,2016-07-13,2016-07-20,MSFT,LONG,LOW,50.14,0.62,0.1936,1.0,0.0959,20.0,bull,47.5241,48.5773,5,42.8,take_profit,XLK,False
2016-07-12,2016-07-13,2016-07-22,LLY,LONG,HIGH,50.14,0.61,0.2467,1.0,0.0959,20.0,bull,68.2142,69.1742,7,27.15,take_profit,XLV,False
2016-07-06,2016-07-07,2016-07-25,XOM,LONG,HIGH,50.66,0.62,0.4466,1.0,0.1123,20.0,neutral,61.6187,60.2285,12,-43.79,stop_loss,XLE,False
2016-07-06,2016-07-07,2016-07-27,KO,LONG,LOW,50.66,0.62,0.3466,1.0,0.1123,20.0,neutral,33.5026,32.8633,14,-37.36,stop_loss,XLP,False
2016-07-20,2016-07-21,2016-07-29,AMT,LONG,LOW,50.07,0.7,0.4244,1.0,0.079,20.0,bull,92.2057,90.8585,6,-28.77,stop_loss,XLRE,False
2016-07-25,2016-07-26,2016-08-05,LLY,LONG,MEDIUM,50.47,0.64,0.4868,1.0,0.0091,20.0,bull,70.6392,69.6184,8,-28.46,stop_loss,XLV,False
2016-08-02,2016-08-03,2016-08-05,UPS,LONG,LOW,50.04,0.66,0.3744,-1.0,-0.1379,20.0,neutral,74.7413,75.1384,2,10.05,take_profit,XLI,False
2016-08-08,2016-08-09,2016-08-10,CVX,LONG,LOW,52.1,0.57,0.5893,-1.0,-0.1489,20.0,bull,67.3885,66.1252,1,-36.44,stop_loss,XLE,False
2016-08-08,2016-08-09,2016-08-11,UPS,LONG,HIGH,52.1,0.56,1.1969,-1.0,-0.1489,20.0,bull,75.9033,76.3796,2,11.85,take_profit,XLI,False
2016-08-02,2016-08-03,2016-08-15,KO,LONG,MEDIUM,50.04,0.65,0.4296,-1.0,-0.1379,20.0,neutral,32.2037,32.4955,8,16.99,take_profit,XLP,False
2016-08-02,2016-08-03,2016-08-16,AMT,LONG,LOW,50.04,0.65,0.4052,-1.0,-0.1379,20.0,neutral,91.5096,90.2587,9,-26.74,stop_loss,XLRE,False
2016-08-15,2016-08-16,2016-08-18,NEE,LONG,LOW,50.63,0.44,-0.2168,-1.0,-0.1591,20.0,bull,24.4669,24.6368,2,12.64,take_profit,XLU,False
2016-08-10,2016-08-11,2016-08-24,ABBV,LONG,LOW,52.34,0.57,0.7248,-1.0,-0.1764,20.0,bull,44.7365,44.047,9,-30.13,stop_loss,XLV,False
2016-08-11,2016-08-12,2016-08-24,PLD,LONG,LOW,51.21,0.46,0.1507,-1.0,-0.192,20.0,bull,41.0337,40.3008,8,-34.89,stop_loss,XLRE,False
2016-08-16,2016-08-17,2016-08-25,JNJ,LONG,LOW,50.45,0.28,-0.3727,-1.0,-0.1338,20.0,bull,92.3014,91.1965,6,-23.2,stop_loss,XLV,False
2016-08-26,2016-08-29,2016-08-30,MCD,LONG,LOW,52.2,0.62,0.9665,-1.0,-0.1894,20.0,neutral,90.8028,91.4834,1,14.13,take_profit,XLY,False
2016-08-26,2016-08-29,2016-08-31,FCX,LONG,HIGH,52.2,0.56,1.882,-1.0,-0.1894,13.88,neutral,9.7876,9.3556,2,-59.99,stop_loss,XLB,False
2016-08-26,2016-08-29,2016-09-01,LLY,LONG,MEDIUM,52.2,0.6,1.2242,-1.0,-0.1894,20.0,neutral,67.2918,66.3623,3,-26.71,stop_loss,XLV,False
2016-08-30,2016-08-31,2016-09-09,UNH,LONG,LOW,52.16,0.75,1.1741,-1.0,-0.1911,20.0,neutral,116.6067,115.0258,6,-26.0,stop_loss,XLV,False
2016-09-08,2016-09-09,2016-09-12,ABBV,LONG,HIGH,51.89,0.09,-0.2652,-1.0,-0.2087,20.0,bull,42.2981,42.6744,1,16.42,take_profit,XLV,False
2016-08-26,2016-08-29,2016-09-13,JNJ,LONG,LOW,52.2,0.56,1.011,-1.0,-0.1894,20.0,neutral,91.9911,90.8591,10,-23.75,stop_loss,XLV,False
2016-09-09,2016-09-12,2016-09-13,EQIX,LONG,MEDIUM,52.5,0.52,0.8032,-1.0,-0.2464,20.0,neutral,302.646,296.7547,1,-36.85,stop_loss,XLRE,False
2016-09-09,2016-09-12,2016-09-15,AMZN,LONG,LOW,52.5,0.5,0.5808,-1.0,-0.2464,20.0,neutral,37.9171,38.3752,3,22.33,take_profit,XLY,False
2016-09-23,2016-09-26,2016-09-27,MSFT,LONG,HIGH,50.79,0.53,0.3497,-1.0,-0.205,20.0,neutral,50.9582,51.5887,1,23.0,take_profit,XLK,False
2016-09-23,2016-09-26,2016-09-29,ABBV,LONG,MEDIUM,50.79,0.53,0.1369,-1.0,-0.205,20.0,neutral,43.1672,42.409,3,-33.62,stop_loss,XLV,False
2016-09-23,2016-09-26,2016-10-03,PLD,LONG,LOW,50.79,0.53,0.1274,-1.0,-0.205,20.0,neutral,41.7392,40.5123,5,-55.99,stop_loss,XLRE,False
2016-10-11,2016-10-12,2016-10-13,DUK,LONG,HIGH,51.51,0.52,0.3526,-1.0,-0.1815,20.0,neutral,51.6327,52.2681,1,22.72,take_profit,XLU,False
2016-10-11,2016-10-12,2016-10-13,PLD,LONG,MEDIUM,51.03,0.49,0.1624,-1.0,-0.1815,20.0,neutral,38.133,38.8585,1,35.19,take_profit,XLRE,False
2016-09-23,2016-09-26,2016-10-19,GOOGL,LONG,LOW,50.79,0.51,0.1182,-1.0,-0.205,20.0,neutral,40.2113,40.7509,17,24.88,take_profit,XLK,False
2016-10-25,2016-10-26,2016-10-27,PLD,LONG,HIGH,51.09,0.53,0.3237,-1.0,-0.1155,20.0,neutral,40.0635,39.2816,1,-37.41,stop_loss,XLRE,False
2016-10-25,2016-10-26,2016-10-28,UNP,LONG,MEDIUM,50.61,0.47,0.1401,-1.0,-0.1155,20.0,neutral,73.0908,71.551,2,-40.13,stop_loss,XLI,False
2016-11-08,2016-11-09,2016-11-10,NEE,LONG,HIGH,50.62,0.7,0.6061,1.0,0.0256,20.0,neutral,23.8457,23.366,1,-38.55,stop_loss,XLU,False
2016-11-08,2016-11-09,2016-11-11,NVDA,LONG,MEDIUM,50.62,0.65,0.3487,1.0,0.0256,20.0,neutral,1.7049,1.7547,2,43.74,take_profit,XLK,False
2016-11-08,2016-11-09,2016-11-14,AMZN,LONG,LOW,50.62,0.35,-0.2928,1.0,0.0256,20.0,neutral,38.2513,36.8591,3,-68.79,stop_loss,XLY,False
2016-11-28,2016-11-29,2016-12-01,NEE,LONG,HIGH,50.39,0.78,0.7162,1.0,0.0667,20.0,bull,23.0614,22.4455,2,-50.59,stop_loss,XLU,False
2016-11-30,2016-12-01,2016-12-07,PG,LONG,LOW,53.51,0.79,1.9692,1.0,0.0667,20.0,bull,63.6508,64.4705,4,23.62,take_profit,XLP,False
2016-12-01,2016-12-02,2016-12-07,EQIX,LONG,HIGH,52.59,0.73,1.5463,1.0,0.0794,20.0,bull,274.741,281.2065,3,43.28,take_profit,XLRE,False
2016-11-30,2016-12-01,2016-12-13,AMT,LONG,HIGH,53.51,0.8,2.2926,1.0,0.0667,20.0,bull,79.8355,81.7933,8,45.31,take_profit,XLRE,False
2016-11-30,2016-12-01,2016-12-15,LLY,LONG,MEDIUM,53.51,0.8,2.2482,1.0,0.0667,20.0,bull,58.1919,59.9886,10,57.02,take_profit,XLV,False
2016-12-14,2016-12-15,2016-12-16,CVX,LONG,MEDIUM,51.69,0.79,1.2323,1.0,0.2079,20.0,bull,78.0842,79.0948,1,24.06,take_profit,XLE,False
2016-12-14,2016-12-15,2016-12-20,DE,LONG,HIGH,52.97,1.0,1.7895,1.0,0.2079,20.0,bull,86.927,88.5543,3,34.94,take_profit,XLI,False
2016-12-15,2016-12-16,2016-12-20,NVDA,LONG,HIGH,51.59,0.9,1.2294,1.0,0.2289,11.7,bull,2.4629,2.5541,2,36.54,take_profit,XLK,False
2016-12-20,2016-12-21,2016-12-30,MSFT,LONG,HIGH,50.05,0.64,0.3461,1.0,0.2668,20.0,bull,57.0108,55.8096,6,-40.5,stop_loss,XLK,False
2016-12-30,2017-01-03,2017-01-04,DE,LONG,HIGH,50.87,0.65,0.3656,1.0,0.2709,20.0,neutral,90.1591,90.8573,1,14.38,take_profit,XLI,False
2016-12-28,2016-12-29,2017-01-09,CVX,LONG,MEDIUM,52.22,0.74,1.3735,1.0,0.2668,20.0,neutral,79.6909,78.5993,6,-26.31,stop_loss,XLE,False
2016-12-20,2016-12-21,2017-01-17,JPM,LONG,MEDIUM,50.05,0.65,-0.291,1.0,0.2668,20.0,bull,67.3354,65.9904,16,-38.37,stop_loss,XLF,False
